date,product_id,product_name,day_of_week,is_weekend,is_holiday,is_pension_day,is_sale_day,weather,temperature,precipitation,effective_price,cpi_index,sales_count
2024-04-01,P001,水木寿司（10貫）,Monday,False,False,False,False,cloudy,5.9,0.9,500,100.0,0
2024-04-01,P002,春8貫寿司,Monday,False,False,False,False,cloudy,5.9,0.9,600,100.0,11
2024-04-01,P003,絆10貫寿司,Monday,False,False,False,False,cloudy,5.9,0.9,600,100.0,8
2024-04-01,P004,ランチ寿司,Monday,False,False,False,False,cloudy,5.9,0.9,500,100.0,12
2024-04-02,P001,水木寿司（10貫）,Tuesday,False,False,False,False,cloudy,8.1,0.1,500,100.0,0
2024-04-02,P002,春8貫寿司,Tuesday,False,False,False,False,cloudy,8.1,0.1,600,100.0,9
2024-04-02,P003,絆10貫寿司,Tuesday,False,False,False,False,cloudy,8.1,0.1,600,100.0,14
2024-04-02,P004,ランチ寿司,Tuesday,False,False,False,False,cloudy,8.1,0.1,500,100.0,17
2024-04-03,P001,水木寿司（10貫）,Wednesday,False,False,False,True,cloudy,12.4,0.4,500,100.0,44
2024-04-03,P002,春8貫寿司,Wednesday,False,False,False,True,cloudy,12.4,0.4,500,100.0,21
2024-04-03,P003,絆10貫寿司,Wednesday,False,False,False,True,cloudy,12.4,0.4,500,100.0,21
2024-04-03,P004,ランチ寿司,Wednesday,False,False,False,True,cloudy,12.4,0.4,500,100.0,0
2024-04-04,P001,水木寿司（10貫）,Thursday,False,False,False,False,rainy,8.9,12.1,500,100.0,16
2024-04-04,P002,春8貫寿司,Thursday,False,False,False,False,rainy,8.9,12.1,600,100.0,8
2024-04-04,P003,絆10貫寿司,Thursday,False,False,False,False,rainy,8.9,12.1,600,100.0,8
2024-04-04,P004,ランチ寿司,Thursday,False,False,False,False,rainy,8.9,12.1,500,100.0,0
2024-04-05,P001,水木寿司（10貫）,Friday,False,False,False,False,cloudy,7.9,0.5,500,100.0,0
2024-04-05,P002,春8貫寿司,Friday,False,False,False,False,cloudy,7.9,0.5,600,100.0,11
2024-04-05,P003,絆10貫寿司,Friday,False,False,False,False,cloudy,7.9,0.5,600,100.0,13
2024-04-05,P004,ランチ寿司,Friday,False,False,False,False,cloudy,7.9,0.5,500,100.0,16
2024-04-06,P001,水木寿司（10貫）,Saturday,True,False,False,True,cloudy,7.8,0.3,500,100.0,0
2024-04-06,P002,春8貫寿司,Saturday,True,False,False,True,cloudy,7.8,0.3,500,100.0,13
2024-04-06,P003,絆10貫寿司,Saturday,True,False,False,True,cloudy,7.8,0.3,500,100.0,20
2024-04-06,P004,ランチ寿司,Saturday,True,False,False,True,cloudy,7.8,0.3,500,100.0,26
2024-04-07,P001,水木寿司（10貫）,Sunday,True,False,False,True,sunny,6.5,0.0,500,100.0,0
2024-04-07,P002,春8貫寿司,Sunday,True,False,False,True,sunny,6.5,0.0,500,100.0,13
2024-04-07,P003,絆10貫寿司,Sunday,True,False,False,True,sunny,6.5,0.0,500,100.0,20
2024-04-07,P004,ランチ寿司,Sunday,True,False,False,True,sunny,6.5,0.0,500,100.0,25
2024-04-08,P001,水木寿司（10貫）,Monday,False,False,False,False,rainy,5.5,6.7,500,100.0,0
2024-04-08,P002,春8貫寿司,Monday,False,False,False,False,rainy,5.5,6.7,600,100.0,6
2024-04-08,P003,絆10貫寿司,Monday,False,False,False,False,rainy,5.5,6.7,600,100.0,9
2024-04-08,P004,ランチ寿司,Monday,False,False,False,False,rainy,5.5,6.7,500,100.0,11
2024-04-09,P001,水木寿司（10貫）,Tuesday,False,False,False,False,sunny,11.6,0.0,500,100.0,0
2024-04-09,P002,春8貫寿司,Tuesday,False,False,False,False,sunny,11.6,0.0,600,100.0,10
2024-04-09,P003,絆10貫寿司,Tuesday,False,False,False,False,sunny,11.6,0.0,600,100.0,13
2024-04-09,P004,ランチ寿司,Tuesday,False,False,False,False,sunny,11.6,0.0,500,100.0,15
2024-04-10,P001,水木寿司（10貫）,Wednesday,False,False,False,True,cloudy,10.9,0.7,500,100.0,48
2024-04-10,P002,春8貫寿司,Wednesday,False,False,False,True,cloudy,10.9,0.7,500,100.0,19
2024-04-10,P003,絆10貫寿司,Wednesday,False,False,False,True,cloudy,10.9,0.7,500,100.0,22
2024-04-10,P004,ランチ寿司,Wednesday,False,False,False,True,cloudy,10.9,0.7,500,100.0,0
2024-04-11,P001,水木寿司（10貫）,Thursday,False,False,False,False,sunny,13.5,0.0,500,100.0,22
2024-04-11,P002,春8貫寿司,Thursday,False,False,False,False,sunny,13.5,0.0,600,100.0,11
2024-04-11,P003,絆10貫寿司,Thursday,False,False,False,False,sunny,13.5,0.0,600,100.0,9
2024-04-11,P004,ランチ寿司,Thursday,False,False,False,False,sunny,13.5,0.0,500,100.0,0
2024-04-12,P001,水木寿司（10貫）,Friday,False,False,False,False,cloudy,9.5,0.6,500,100.0,0
2024-04-12,P002,春8貫寿司,Friday,False,False,False,False,cloudy,9.5,0.6,600,100.0,11
2024-04-12,P003,絆10貫寿司,Friday,False,False,False,False,cloudy,9.5,0.6,600,100.0,13
2024-04-12,P004,ランチ寿司,Friday,False,False,False,False,cloudy,9.5,0.6,500,100.0,14
2024-04-13,P001,水木寿司（10貫）,Saturday,True,False,False,True,sunny,11.6,0.0,500,100.0,0
2024-04-13,P002,春8貫寿司,Saturday,True,False,False,True,sunny,11.6,0.0,500,100.0,15
2024-04-13,P003,絆10貫寿司,Saturday,True,False,False,True,sunny,11.6,0.0,500,100.0,15
2024-04-13,P004,ランチ寿司,Saturday,True,False,False,True,sunny,11.6,0.0,500,100.0,19
2024-04-14,P001,水木寿司（10貫）,Sunday,True,False,False,True,sunny,10.5,0.0,500,100.0,0
2024-04-14,P002,春8貫寿司,Sunday,True,False,False,True,sunny,10.5,0.0,500,100.0,15
2024-04-14,P003,絆10貫寿司,Sunday,True,False,False,True,sunny,10.5,0.0,500,100.0,20
2024-04-14,P004,ランチ寿司,Sunday,True,False,False,True,sunny,10.5,0.0,500,100.0,21
2024-04-15,P001,水木寿司（10貫）,Monday,False,False,True,False,cloudy,10.9,0.4,500,100.0,0
2024-04-15,P002,春8貫寿司,Monday,False,False,True,False,cloudy,10.9,0.4,600,100.0,19
2024-04-15,P003,絆10貫寿司,Monday,False,False,True,False,cloudy,10.9,0.4,600,100.0,19
2024-04-15,P004,ランチ寿司,Monday,False,False,True,False,cloudy,10.9,0.4,500,100.0,26
2024-04-16,P001,水木寿司（10貫）,Tuesday,False,False,False,False,sunny,5.4,0.0,500,100.0,0
2024-04-16,P002,春8貫寿司,Tuesday,False,False,False,False,sunny,5.4,0.0,600,100.0,11
2024-04-16,P003,絆10貫寿司,Tuesday,False,False,False,False,sunny,5.4,0.0,600,100.0,11
2024-04-16,P004,ランチ寿司,Tuesday,False,False,False,False,sunny,5.4,0.0,500,100.0,15
2024-04-17,P001,水木寿司（10貫）,Wednesday,False,False,False,True,sunny,10.3,0.0,500,100.0,55
2024-04-17,P002,春8貫寿司,Wednesday,False,False,False,True,sunny,10.3,0.0,500,100.0,20
2024-04-17,P003,絆10貫寿司,Wednesday,False,False,False,True,sunny,10.3,0.0,500,100.0,22
2024-04-17,P004,ランチ寿司,Wednesday,False,False,False,True,sunny,10.3,0.0,500,100.0,0
2024-04-18,P001,水木寿司（10貫）,Thursday,False,False,False,False,cloudy,3.9,0.1,500,100.0,20
2024-04-18,P002,春8貫寿司,Thursday,False,False,False,False,cloudy,3.9,0.1,600,100.0,9
2024-04-18,P003,絆10貫寿司,Thursday,False,False,False,False,cloudy,3.9,0.1,600,100.0,13
2024-04-18,P004,ランチ寿司,Thursday,False,False,False,False,cloudy,3.9,0.1,500,100.0,0
2024-04-19,P001,水木寿司（10貫）,Friday,False,False,False,False,cloudy,7.9,1.0,500,100.0,0
2024-04-19,P002,春8貫寿司,Friday,False,False,False,False,cloudy,7.9,1.0,600,100.0,9
2024-04-19,P003,絆10貫寿司,Friday,False,False,False,False,cloudy,7.9,1.0,600,100.0,13
2024-04-19,P004,ランチ寿司,Friday,False,False,False,False,cloudy,7.9,1.0,500,100.0,13
2024-04-20,P001,水木寿司（10貫）,Saturday,True,False,False,True,sunny,6.1,0.0,500,100.0,0
2024-04-20,P002,春8貫寿司,Saturday,True,False,False,True,sunny,6.1,0.0,500,100.0,14
2024-04-20,P003,絆10貫寿司,Saturday,True,False,False,True,sunny,6.1,0.0,500,100.0,20
2024-04-20,P004,ランチ寿司,Saturday,True,False,False,True,sunny,6.1,0.0,500,100.0,17
2024-04-21,P001,水木寿司（10貫）,Sunday,True,False,False,True,sunny,9.7,0.0,500,100.0,0
2024-04-21,P002,春8貫寿司,Sunday,True,False,False,True,sunny,9.7,0.0,500,100.0,14
2024-04-21,P003,絆10貫寿司,Sunday,True,False,False,True,sunny,9.7,0.0,500,100.0,14
2024-04-21,P004,ランチ寿司,Sunday,True,False,False,True,sunny,9.7,0.0,500,100.0,23
2024-04-22,P001,水木寿司（10貫）,Monday,False,False,False,False,cloudy,9.7,0.6,500,100.0,0
2024-04-22,P002,春8貫寿司,Monday,False,False,False,False,cloudy,9.7,0.6,600,100.0,12
2024-04-22,P003,絆10貫寿司,Monday,False,False,False,False,cloudy,9.7,0.6,600,100.0,12
2024-04-22,P004,ランチ寿司,Monday,False,False,False,False,cloudy,9.7,0.6,500,100.0,13
2024-04-23,P001,水木寿司（10貫）,Tuesday,False,False,False,False,sunny,9.7,0.0,500,100.0,0
2024-04-23,P002,春8貫寿司,Tuesday,False,False,False,False,sunny,9.7,0.0,600,100.0,12
2024-04-23,P003,絆10貫寿司,Tuesday,False,False,False,False,sunny,9.7,0.0,600,100.0,14
2024-04-23,P004,ランチ寿司,Tuesday,False,False,False,False,sunny,9.7,0.0,500,100.0,16
2024-04-24,P001,水木寿司（10貫）,Wednesday,False,False,False,True,sunny,5.4,0.0,500,100.0,45
2024-04-24,P002,春8貫寿司,Wednesday,False,False,False,True,sunny,5.4,0.0,500,100.0,17
2024-04-24,P003,絆10貫寿司,Wednesday,False,False,False,True,sunny,5.4,0.0,500,100.0,23
2024-04-24,P004,ランチ寿司,Wednesday,False,False,False,True,sunny,5.4,0.0,500,100.0,0
2024-04-25,P001,水木寿司（10貫）,Thursday,False,False,False,False,sunny,10.9,0.0,500,100.0,24
2024-04-25,P002,春8貫寿司,Thursday,False,False,False,False,sunny,10.9,0.0,600,100.0,8
2024-04-25,P003,絆10貫寿司,Thursday,False,False,False,False,sunny,10.9,0.0,600,100.0,10
2024-04-25,P004,ランチ寿司,Thursday,False,False,False,False,sunny,10.9,0.0,500,100.0,0
2024-04-26,P001,水木寿司（10貫）,Friday,False,False,False,False,cloudy,11.5,0.5,500,100.0,0
2024-04-26,P002,春8貫寿司,Friday,False,False,False,False,cloudy,11.5,0.5,600,100.0,14
2024-04-26,P003,絆10貫寿司,Friday,False,False,False,False,cloudy,11.5,0.5,600,100.0,13
2024-04-26,P004,ランチ寿司,Friday,False,False,False,False,cloudy,11.5,0.5,500,100.0,13
